destination,district,avg_sentiment,sentiment_std,min_sentiment,max_sentiment,review_count,avg_positive_words,total_positive_words,avg_negative_words,total_negative_words,avg_review_length,review_length_std,avg_word_count,avg_exclamation,avg_question,avg_caps_ratio,sentiment_consistency,sentiment_ratio,num_accommodations,total_rooms,avg_rooms_per_hotel,rooms_std,avg_accommodation_grade,grade_std,accommodation_diversity,total_places,avg_place_grade,place_grade_std,places_restaurants,places_spa_and_wellness_centers,places_spice_gardens,places_tourist_shops,places_travel_agents,places_water_sports_centers,airbnb_avg_rating,airbnb_total_listings,airbnb_avg_guests,airbnb_rating_std,airbnb_total_capacity,national_tourism_index,tourism_seasonality,avg_exchange_rate,experience_score,experience_category,experience_class
Bopath Falls,rathnapura,0.7053007135575943,0.46818235777570016,-1.0,1.0,327,1.18348623853211,387,0.11926605504587157,39,66.69724770642202,41.65388453309152,10.458715596330276,0.0,0.0,0.0,0.5318176422242998,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.46408053354516193,Good,2
Bundala National Park,hambantota,0.7023217247097844,0.4654449775073184,-1.0,1.0,201,0.9203980099502488,185,0.024875621890547265,5,59.99004975124378,52.82489849017707,9.08955223880597,0.0,0.0,0.0,0.5345550224926816,31.0,76.0,1695.0,22.30263157894737,40.43233680668387,2.5526315789473686,0.755331924248852,7.0,6.0,2.5,0.8366600265340756,2.0,3.0,0.0,0.0,1.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5568361679379965,Good,2
Bundala Safari with Srimal,hambantota,0.9090909090909091,0.29080336345115265,0.0,1.0,44,1.75,77,0.0,0,111.1590909090909,51.57155479787878,15.931818181818182,0.0,0.0,0.0,0.7091966365488473,78.0,76.0,1695.0,22.30263157894737,40.43233680668387,2.5526315789473686,0.755331924248852,7.0,6.0,2.5,0.8366600265340756,2.0,3.0,0.0,0.0,1.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.631817706158503,Good,2
Casino Marina colombo,colombo,0.45644257703081237,0.6841402365805376,-1.0,1.0,238,0.8613445378151261,205,0.23949579831932774,57,53.2563025210084,41.32312546876446,8.407563025210084,0.0,0.0,0.0,0.3158597634194624,3.5517241379310347,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.6324562736553331,Good,2
Cathedral Church of Christ the King,kurunagela,0.46153846153846156,0.5188745216627708,0.0,1.0,13,0.6923076923076923,9,0.07692307692307693,1,35.15384615384615,33.58781067055466,4.769230769230769,0.0,0.0,0.0,0.4811254783372292,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.23604620277858784,Poor,0
Children park - lakeround,kurunagela,0.6864661654135338,0.5103135484374537,-1.0,1.0,266,0.849624060150376,226,0.06766917293233082,18,31.763157894736842,30.58955790186545,4.977443609022556,0.0,0.0,0.0,0.4896864515625463,11.947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.43237380498322053,Average,1
"Christ Church Warleigh, Dickoya",hatton,0.22000000000000003,0.7857056276579246,-1.0,1.0,10,0.9,9,0.3,3,132.0,27.732852559935317,19.1,0.0,0.0,0.0,0.21429437234207538,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.08703676279803693,Poor,0
Coconut Tree Hill,matara,0.6295898048586221,0.5350655621342172,-1.0,1.0,279,1.3118279569892473,366,0.24372759856630824,68,89.07885304659499,43.99952032247425,13.845878136200717,0.0,0.0,0.0,0.4649344378657828,5.318840579710145,88.0,1190.0,13.522727272727273,23.418225181200402,2.6818181818181817,0.7957567719632624,8.0,13.0,2.8461538461538463,0.898717034272917,7.0,0.0,0.0,0.0,3.0,3.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.548278857776899,Good,2
Crow Island Beach Park,colombo,0.6532467532467533,0.5313170254974855,-1.0,1.0,209,1.2392344497607655,259,0.21052631578947367,44,78.00956937799043,45.0516787050227,12.133971291866029,0.0,0.0,0.0,0.4686829745025145,5.777777777777778,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.739364802923687,Excellent,3
Dalada maligawa kurunagela,kurunagela,0.3333333333333333,0.5163977794943223,0.0,1.0,6,0.3333333333333333,2,0.0,0,29.0,39.09987212255304,3.8333333333333335,0.0,0.0,0.0,0.4836022205056777,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.1663687900606288,Poor,0
Dandeniya Wewa,matara,0.76,0.43588989435406733,0.0,1.0,25,0.92,23,0.0,0,31.28,28.18173167142147,4.88,0.0,0.0,0.0,0.5641101056459327,24.0,88.0,1190.0,13.522727272727273,23.418225181200402,2.6818181818181817,0.7957567719632624,8.0,13.0,2.8461538461538463,0.898717034272917,7.0,0.0,0.0,0.0,3.0,3.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5476697010855102,Good,2
Deduru oya dam,kurunagela,0.8,0.4216370213557839,0.0,1.0,10,1.0,10,0.0,0,40.1,32.91892397323393,7.0,0.0,0.0,0.0,0.5783629786442162,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.4214345597406779,Average,1
Deduru oya resovir park,kurunagela,0.6785714285714286,0.4755948656056709,0.0,1.0,28,0.8571428571428571,24,0.0,0,34.714285714285715,30.63628584835326,5.5,0.0,0.0,0.0,0.5244051343943291,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.35859892352296424,Average,1
Dehena Ella,rathnapura,0.6781609195402298,0.46988996419902246,0.0,1.0,87,0.7931034482758621,69,0.034482758620689655,3,39.747126436781606,39.67402594481526,6.2298850574712645,0.0,0.0,0.0,0.5301100358009776,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.3767347059985752,Average,1
Dehiwala Zoological Gardens,colombo,0.5607936507936508,0.5955286205253819,-1.0,1.0,210,1.0523809523809524,221,0.12857142857142856,27,102.02380952380952,41.81566297009551,15.323809523809524,0.0,0.0,5.120327700972863e-05,0.4044713794746181,7.928571428571429,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.6858907649922226,Excellent,3
Delgamuwa Rajamaha Viharaya,rathnapura,0.35135135135135137,0.5346214236653676,-1.0,1.0,74,0.47297297297297297,35,0.02702702702702703,2,52.0,42.74422175160855,7.716216216216216,0.0,0.0,0.0,0.4653785763346324,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.19513883661487355,Poor,0
Devon Falls,hatton,0.659918200408998,0.48529359529064375,-1.0,1.0,326,0.8220858895705522,268,0.024539877300613498,8,41.69631901840491,37.45088827467955,6.674846625766871,0.0,0.0,0.0,0.5147064047093562,29.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.4384844902564552,Average,1
Devon Waterfall view point ,hatton,0.6942800788954635,0.4979058238750287,-1.0,1.0,169,0.8284023668639053,140,0.029585798816568046,5,31.556213017751478,31.709968762310915,5.136094674556213,0.0,0.0,0.0,0.5020941761249713,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.40800112140116535,Average,1
Diva Guhawa,rathnapura,0.3333333333333333,0.49441323247304425,-1.0,1.0,91,0.4175824175824176,38,0.03296703296703297,3,45.62637362637363,41.95729266545218,7.1208791208791204,0.0,0.0,0.0,0.5055867675269557,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.1938652780948593,Poor,0
Diyaluma Falls,badulla,0.6376703841387856,0.498515400012023,-1.0,1.0,269,0.9925650557620818,267,0.05204460966542751,14,80.11524163568774,35.332822015823226,12.95910780669145,0.0,0.0,0.0,0.501484599987977,17.866666666666667,116.0,765.0,6.594827586206897,6.896726946799521,2.413793103448276,0.7110184430707874,4.0,2.0,3.0,1.4142135623730951,1.0,0.0,0.0,1.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.555484041828203,Good,2
Diyatha Uyana,colombo,0.7606666666666666,0.42621062567920315,-1.0,1.0,200,1.505,301,0.125,25,107.1,42.28665042327305,16.42,0.0,0.0,3.759398496240601e-05,0.5737893743207969,11.615384615384615,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.8014556278915731,Excellent,3
Dolukanda rajamaha viharaya,kurunagela,0.43678160919540227,0.5626687195152685,-1.0,1.0,58,0.6551724137931034,38,0.06896551724137931,4,47.5,43.58063709750653,7.310344827586207,0.0,0.0,0.0,0.43733128048473147,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.23326884515141294,Poor,0
Dondra Head,matara,0.6222222222222222,0.536058520072268,-1.0,1.0,209,0.9712918660287081,203,0.07655502392344497,16,83.46411483253588,47.22440194175021,12.488038277511961,0.0,0.0,0.0,0.46394147992773205,12.0,88.0,1190.0,13.522727272727273,23.418225181200402,2.6818181818181817,0.7957567719632624,8.0,13.0,2.8461538461538463,0.898717034272917,7.0,0.0,0.0,0.0,3.0,3.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5230546764317743,Good,2
"Dry Zone Botanic Gardens, Hambantota",hambantota,0.6681007538150396,0.5054701312467786,-1.0,1.0,259,1.0965250965250966,284,0.06563706563706563,17,90.95752895752896,45.95846341819703,14.023166023166024,0.0,0.0,0.0,0.49452986875322136,15.833333333333334,76.0,1695.0,22.30263157894737,40.43233680668387,2.5526315789473686,0.755331924248852,7.0,6.0,2.5,0.8366600265340756,2.0,3.0,0.0,0.0,1.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5532946417275942,Good,2
Dumbara ella waterfalls,matale,0.5815384615384614,0.5009030306894201,-0.2,1.0,65,0.7076923076923077,46,0.07692307692307693,5,59.4,42.16552205297594,9.076923076923077,0.0,0.0,0.0,0.4990969693105799,7.833333333333333,86.0,1692.0,19.674418604651162,29.40125722020388,2.546511627906977,0.8211466408294892,8.0,45.0,2.4444444444444446,0.784959627090219,12.0,2.0,24.0,7.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.45797981124039255,Good,2
Dumpus Ella,rathnapura,0.40476190476190477,0.5418955560352877,-0.3333333333333333,1.0,14,0.5714285714285714,8,0.14285714285714285,2,57.0,59.811241546925075,8.857142857142858,0.0,0.0,0.0,0.4581044439647123,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.2045835502431404,Poor,0
Dunhida Waterfall access point,badulla,0.5849726775956283,0.5724643048530444,-1.0,1.0,122,0.8114754098360656,99,0.09836065573770492,12,43.368852459016395,39.994669235628244,6.844262295081967,0.0,0.0,0.0,0.42753569514695555,7.6923076923076925,116.0,765.0,6.594827586206897,6.896726946799521,2.413793103448276,0.7110184430707874,4.0,2.0,3.0,1.4142135623730951,1.0,0.0,0.0,1.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.47732987264310217,Good,2
Dunhinda Waterfall,badulla,0.7269230769230769,0.4621802832142555,-1.0,1.0,130,0.9846153846153847,128,0.038461538461538464,5,53.16153846153846,39.89303602379976,8.546153846153846,0.0,0.0,0.0,0.5378197167857445,21.5,116.0,765.0,6.594827586206897,6.896726946799521,2.413793103448276,0.7110184430707874,4.0,2.0,3.0,1.4142135623730951,1.0,0.0,0.0,1.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5632253588277413,Good,2
Dutch Museum,colombo,0.2714285714285714,0.5857155390656633,-1.0,1.0,140,0.45714285714285713,64,0.10714285714285714,15,39.77142857142857,40.72002015114886,5.821428571428571,0.0,0.0,0.0,0.4142844609343367,4.0625,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5124918418984039,Good,2
Dutch Reformed Church,galle,0.469187675070028,0.645484965841507,-1.0,1.0,119,0.7815126050420168,93,0.18487394957983194,22,52.78151260504202,44.356827319996924,7.848739495798319,0.0,0.0,0.0,0.35451503415849295,4.086956521739131,284.0,5287.0,18.616197183098592,40.87121744173352,2.6232394366197185,0.8504553337024837,10.0,64.0,3.015625,0.9342204542520234,37.0,9.0,1.0,3.0,14.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5087483232745198,Good,2
Excel World Entertainment Park,colombo,0.4898080808080808,0.6289760237880492,-1.0,1.0,200,1.055,211,0.29,58,92.975,43.526049209628425,14.225,0.0,0.0,0.0,0.3710239762119508,3.593220338983051,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.6427802057439214,Good,2
Flamingos Safari Tours,hambantota,0.875,0.3535533905932738,0.0,1.0,8,1.125,9,0.0,0,70.875,48.37188528178622,10.75,0.0,0.0,0.0,0.6464466094067263,10.0,76.0,1695.0,22.30263157894737,40.43233680668387,2.5526315789473686,0.755331924248852,7.0,6.0,2.5,0.8366600265340756,2.0,3.0,0.0,0.0,1.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5980588195910143,Good,2
Galhinna big rock,kurunagela,0.8010204081632653,0.39524629120262045,0.0,1.0,28,1.1785714285714286,33,0.03571428571428571,1,40.035714285714285,36.66109264991585,6.285714285714286,0.0,0.0,0.0,0.6047537087973796,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.4294641545439055,Average,1
Galhinna big rock,matale,0.7936507936507936,0.40081027299033795,0.0,1.0,27,1.1851851851851851,32,0.037037037037037035,1,40.333333333333336,37.32497617084097,6.333333333333333,0.0,0.0,0.0,0.599189727009662,16.5,86.0,1692.0,19.674418604651162,29.40125722020388,2.546511627906977,0.8211466408294892,8.0,45.0,2.4444444444444446,0.784959627090219,12.0,2.0,24.0,7.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5661984180564879,Good,2
Galle Dutch Fort,galle,0.6892142857142858,0.5258606922303181,-1.0,1.0,200,1.47,294,0.18,36,109.51,44.85778644811986,16.41,0.0,0.0,0.0,0.47413930776968194,7.972972972972973,284.0,5287.0,18.616197183098592,40.87121744173352,2.6232394366197185,0.8504553337024837,10.0,64.0,3.015625,0.9342204542520234,37.0,9.0,1.0,3.0,14.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.6587808978209243,Excellent,3
Galle Face Green,colombo,0.6891666666666667,0.5047395412158416,-1.0,1.0,200,1.25,250,0.175,35,92.59,45.84452532759571,14.555,0.0,0.0,0.0,0.49526045878415836,6.972222222222222,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.757650794192051,Excellent,3
Galle Face park & Beach,colombo,0.6842584167424932,0.5220036754715071,-1.0,1.0,157,1.0509554140127388,165,0.10828025477707007,17,48.267515923566876,46.18280040670112,7.7006369426751595,0.0,0.0,0.0,0.47799632452849294,9.222222222222221,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.7406760618537587,Excellent,3
Galle Fort Attractions and Jumpers Sri Lanka,galle,0.6540661719233147,0.4913791957525769,-1.0,1.0,196,1.1224489795918366,220,0.12244897959183673,24,63.826530612244895,44.05055964840312,9.88265306122449,0.0,0.0,0.0,0.5086208042474232,8.84,284.0,5287.0,18.616197183098592,40.87121744173352,2.6232394366197185,0.8504553337024837,10.0,64.0,3.015625,0.9342204542520234,37.0,9.0,1.0,3.0,14.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.6416401170170766,Good,2
Galle Fort Clock Tower,galle,0.6794612794612794,0.48854231584970614,-1.0,1.0,198,1.121212121212121,222,0.09090909090909091,18,75.38888888888889,48.73480789212171,11.691919191919192,0.0,0.0,0.0,0.5114576841502938,11.736842105263158,284.0,5287.0,18.616197183098592,40.87121744173352,2.6232394366197185,0.8504553337024837,10.0,64.0,3.015625,0.9342204542520234,37.0,9.0,1.0,3.0,14.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.6558835121329147,Excellent,3
Galpotha Natural water slide,hatton,0.7333333333333333,0.4388537257362556,0.0,1.0,10,1.2,12,0.1,1,90.2,40.26523176251305,13.3,0.0,0.0,0.0,0.5611462742637444,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.3848877961128081,Average,1
Gampaha Botanical Garden,gampaha,0.6631944444444444,0.5523391609663592,-1.0,1.0,240,1.1208333333333333,269,0.09583333333333334,23,81.60416666666667,46.52625100709762,12.4875,0.0,0.0,0.0,0.44766083903364084,11.25,207.0,3543.0,17.115942028985508,29.1013643118696,2.7342995169082127,0.8429792101167654,9.0,175.0,2.5942857142857143,0.8516187618878205,62.0,4.0,0.0,6.0,102.0,1.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.6321404646907046,Good,2
Gangarama Sima Malaka,colombo,0.6529791816223978,0.4988166967834061,-1.0,1.0,199,1.085427135678392,216,0.08542713567839195,17,86.53266331658291,47.29060906244687,12.814070351758794,0.0,0.0,0.0,0.5011833032165939,12.055555555555555,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.7386805824476651,Excellent,3
Gangarama Temple,colombo,0.6735449735449736,0.5275628476321069,-1.0,1.0,198,1.3686868686868687,271,0.12121212121212122,24,105.05555555555556,42.45453757676915,15.348484848484848,0.0,0.0,0.0,0.4724371523678931,10.88,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.7470380801482297,Excellent,3
Gartmore Falls,hatton,0.6180440771349862,0.5298436226046139,-1.0,1.0,220,0.8909090909090909,196,0.05909090909090909,13,48.877272727272725,43.46444967122077,7.836363636363636,0.0,0.0,0.0,0.47015637739538607,14.071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.3807543938499066,Average,1
Glassaugh Falls,hatton,0.45,0.6048053188292994,-1.0,1.0,20,0.65,13,0.05,1,34.6,29.36593085084895,5.5,0.0,0.0,0.0,0.39519468117070056,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.22548186663106562,Poor,0
Goraka Ella,gampaha,0.6326530612244898,0.4870779177494949,0.0,1.0,49,0.8775510204081632,43,0.10204081632653061,5,40.673469387755105,35.74002643809764,6.244897959183674,0.0,0.0,0.0,0.5129220822505052,7.333333333333333,207.0,3543.0,17.115942028985508,29.1013643118696,2.7342995169082127,0.8429792101167654,9.0,175.0,2.5942857142857143,0.8516187618878205,62.0,4.0,0.0,6.0,102.0,1.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5630140303204474,Good,2
Guruge Park,gampaha,0.5106926406926408,0.6645961343328846,-1.0,1.0,220,1.1090909090909091,244,0.3409090909090909,75,89.23636363636363,48.02861157784468,13.554545454545455,0.0,0.0,0.0,0.33540386566711544,3.223684210526316,207.0,3543.0,17.115942028985508,29.1013643118696,2.7342995169082127,0.8429792101167654,9.0,175.0,2.5942857142857143,0.8516187618878205,62.0,4.0,0.0,6.0,102.0,1.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5368746525037064,Good,2
Hambantota Beach,hambantota,0.8420168067226891,0.35325049804033726,0.0,1.0,34,1.1764705882352942,40,0.08823529411764706,3,48.76470588235294,120.52940263021186,7.470588235294118,0.0,0.0,0.0,0.6467495019596627,10.25,76.0,1695.0,22.30263157894737,40.43233680668387,2.5526315789473686,0.755331924248852,7.0,6.0,2.5,0.8366600265340756,2.0,3.0,0.0,0.0,1.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.588548902223439,Good,2
Hambantota Beach Children Park,hambantota,0.7777777777777778,0.4236592728681617,0.0,1.0,27,0.8518518518518519,23,0.0,0,17.77777777777778,15.011106998930266,3.0,0.0,0.0,0.0,0.5763407271318384,24.0,76.0,1695.0,22.30263157894737,40.43233680668387,2.5526315789473686,0.755331924248852,7.0,6.0,2.5,0.8366600265340756,2.0,3.0,0.0,0.0,1.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.5470781862719295,Good,2
Hambantota Port View,hambantota,0.3157894736842105,0.5823927253578186,-1.0,1.0,19,0.5789473684210527,11,0.10526315789473684,2,33.94736842105263,30.05083412451221,5.526315789473684,0.0,0.0,0.0,0.4176072746421814,4.0,76.0,1695.0,22.30263157894737,40.43233680668387,2.5526315789473686,0.755331924248852,7.0,6.0,2.5,0.8366600265340756,2.0,3.0,0.0,0.0,1.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.28836150257875065,Average,1
Hamilton Canal Park,colombo,0.59375,0.6099375455928332,-1.0,1.0,64,0.8125,52,0.078125,5,31.421875,28.36541863266518,5.0,0.0,0.0,0.0,0.3900624544071668,8.833333333333334,297.0,7519.0,25.316498316498315,66.77428319199615,2.5555555555555554,0.7997747430618447,9.0,939.0,2.5133120340788073,0.8567949895570585,255.0,21.0,0.0,22.0,641.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.6578669614578011,Excellent,3
Hatton Siripada view point,hatton,0.5333333333333333,0.5163977794943223,0.0,1.0,15,0.6666666666666666,10,0.0,0,26.0,29.522388598679285,4.133333333333334,0.0,0.0,0.0,0.4836022205056777,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791560525036462,5000,4.9858,0.24942452317291397,24929,0.8621441333333333,0.3288917889952799,246.60533333333333,0.2747790029377347,Average,1
